UniProtID,GeneName,DrugBank ID,Name,Type,UniProt Name,Transcription regulation,Transmembrane,DNA-binding,Kinase,metaboli,RNA-binding,signal,enzyme,ase,Enzyme,Oncogene,TSG
P16442,ABO,DB04679,H TYPE I TRISACCHARIDE,SmallMoleculeDrug,Histo-blood group ABO system transferase,0,1,0,0,0,0,0,0,1,1,0,0
P16442,ABO,DB07357,"4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",SmallMoleculeDrug,Histo-blood group ABO system transferase,0,1,0,0,0,0,0,0,1,1,0,0
P16442,ABO,DB04680,GALACTOSE GREASE,SmallMoleculeDrug,Histo-blood group ABO system transferase,0,1,0,0,0,0,0,0,1,1,0,0
Q12979,ABR,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q8N0Z2,ABRA,,,,,1,0,0,0,0,0,0,0,0,0,0,0
Q9P1F3,ABRACL,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q6UWZ7,ABRAXAS1,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q15018,ABRAXAS2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q9ULW3,ABT1,,,,,1,0,1,0,0,1,0,0,0,0,0,0
Q969K4,ABTB1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N961,ABTB2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P09110,ACAA1,DB09069,Trimetazidine,SmallMoleculeDrug,"3-ketoacyl-CoA thiolase, peroxisomal",0,0,0,0,1,0,0,0,1,1,0,0
P42765,ACAA2,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q13085,ACACA,DB00121,Biotin,SmallMoleculeDrug,Acetyl-CoA carboxylase 1,0,0,0,0,1,0,0,1,1,1,0,0
O00763,ACACB,DB00173,Adenine,SmallMoleculeDrug,Acetyl-CoA carboxylase 2,0,0,0,0,1,0,0,1,1,1,0,0
O00763,ACACB,DB07870,(2S)-2-(4-{[3-CHLORO-5-(TRIFLUOROMETHYL)PYRIDIN-2-YL]OXY}PHENOXY)PROPANOIC ACID,SmallMoleculeDrug,Acetyl-CoA carboxylase 2,0,0,0,0,1,0,0,1,1,1,0,0
O00763,ACACB,DB02859,Soraphen A,SmallMoleculeDrug,Acetyl-CoA carboxylase 2,0,0,0,0,1,0,0,1,1,1,0,0
O00763,ACACB,DB00121,Biotin,SmallMoleculeDrug,Acetyl-CoA carboxylase 2,0,0,0,0,1,0,0,1,1,1,0,0
O00763,ACACB,DB03781,"2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid",SmallMoleculeDrug,Acetyl-CoA carboxylase 2,0,0,0,0,1,0,0,1,1,1,0,0
Q6JQN1,ACAD10,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q709F0,ACAD11,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9UKU7,ACAD8,DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,"Isobutyryl-CoA dehydrogenase, mitochondrial",1,0,0,0,0,0,0,0,1,1,0,0
Q9UKU7,ACAD8,DB01675,Methacrylyl-Coenzyme A,SmallMoleculeDrug,"Isobutyryl-CoA dehydrogenase, mitochondrial",1,0,0,0,0,0,0,0,1,1,0,0
Q9H845,ACAD9,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P28330,ACADL,,,,,0,0,0,0,1,0,0,0,1,1,0,0
P11310,ACADM,DB03415,3-Thiaoctanoyl-Coenzyme A,SmallMoleculeDrug,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
P11310,ACADM,DB02910,Octanoyl-Coenzyme A,SmallMoleculeDrug,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
P11310,ACADM,DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
P16219,ACADS,DB00157,NADH,SmallMoleculeDrug,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
P16219,ACADS,DB03059,Acetoacetyl-CoA,SmallMoleculeDrug,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
P16219,ACADS,DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
P45954,ACADSB,DB00313,Valproic Acid,SmallMoleculeDrug,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
P45954,ACADSB,DB00167,L-Isoleucine,SmallMoleculeDrug,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0,0,0,0,1,0,0,0,1,1,0,0
P49748,ACADVL,,,,,0,0,0,0,1,0,0,0,1,1,0,0
P16112,ACAN,DB02255,GM6001,SmallMoleculeDrug,Aggrecan core protein,0,0,0,0,0,0,0,0,1,0,0,0
Q15027,ACAP1,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q15057,ACAP2,,,,,0,0,0,0,0,0,0,0,1,0,0,0
Q96P50,ACAP3,,,,,0,0,0,0,0,0,0,0,1,0,0,0
P24752,ACAT1,DB00795,Sulfasalazine,SmallMoleculeDrug,"Acetyl-CoA acetyltransferase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
Q9BWD1,ACAT2,DB01992,Coenzyme A,SmallMoleculeDrug,"Acetyl-CoA acetyltransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
Q9BWD1,ACAT2,DB01915,S-Hydroxycysteine,SmallMoleculeDrug,"Acetyl-CoA acetyltransferase, cytosolic",0,0,0,0,0,0,0,0,1,1,0,0
Q9H3P7,ACBD3,,,,,0,0,0,0,1,0,0,0,0,0,0,0
Q8NC06,ACBD4,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q5T8D3,ACBD5,,,,,0,1,0,0,0,0,0,0,0,0,0,0
Q9BR61,ACBD6,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q8N6N7,ACBD7,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96QU6,ACCS,DB03214,Vinylglycine,SmallMoleculeDrug,1-aminocyclopropane-1-carboxylate synthase-like protein 1,0,0,0,0,0,0,0,0,0,0,0,0
Q4AC99,ACCSL,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96AP0,ACD,,,,,0,0,1,0,0,0,0,0,1,0,0,0
P12821,ACE,DB03740,N-acetyl-alpha-D-glucosamine,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00616,Candoxatril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00881,Quinapril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB01340,Cilazapril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB02032,1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00691,Moexipril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00722,Lisinopril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00178,Ramipril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00519,Trandolapril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00584,Enalapril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB01180,Rescinnamine,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB09477,Enalaprilat,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB01348,Spirapril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00492,Fosinopril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00542,Benazepril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB01197,Captopril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB13166,Zofenopril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00790,Perindopril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB08836,Temocapril,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
P12821,ACE,DB00886,Omapatrilat,SmallMoleculeDrug,Angiotensin-converting enzyme,0,1,0,0,0,0,0,0,1,1,0,0
Q9BYF1,ACE2,DB00691,Moexipril,SmallMoleculeDrug,Angiotensin-converting enzyme 2,0,1,0,0,0,0,0,0,1,1,0,0
Q9BYF1,ACE2,DB05203,SPP1148,SmallMoleculeDrug,Angiotensin-converting enzyme 2,0,1,0,0,0,0,0,0,1,1,0,0
Q8TDN7,ACER1,,,,,0,1,0,0,1,0,0,0,1,1,0,0
Q5QJU3,ACER2,,,,,0,1,0,0,1,0,0,0,1,1,0,0
Q9NUN7,ACER3,,,,,0,1,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB02673,"(4ar,6s,8ar)-11-[8-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Octyl]-6-Hydroxy-3-Methoxy-5,6,9,10-Tetrahydro-4ah-[1]Benzofuro[3a,3,2-Ef][2]Benzazepin-11-Ium",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00545,Pyridostigmine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB07701,"1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04616,TACRINE(8)-4-AMINOQUINOLINE,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04892,Phenserine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04021,MF268,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00863,Ranitidine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB13503,Tyrothricin,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB08996,Dimetacrine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB02825,Methylphosphonic Acid Ester Group,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04864,Huperzine A,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB01364,Ephedrine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00483,Gallamine Triethiodide,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB02343,"3,6,9,12,15-Pentaoxaheptadecane",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00122,Choline,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB07756,"1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB08357,1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB01122,Ambenonium,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB02845,Methylphosphinic Acid,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB03128,Acetylcholine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB01199,Tubocurarine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00733,Pralidoxime,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB01805,Monoisopropylphosphorylserine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB03740,N-acetyl-alpha-D-glucosamine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00944,Demecarium,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04859,Zanapezil,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00677,Isoflurophate,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00382,Tacrine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04615,(S)-tacrine(10)-hupyridone,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB02226,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-4-Yl]Hexyl]-Phenanthridinium",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB07555,"Hydroxy(oxo)(2-{(1S)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB03005,"3,8-Diamino-6-Phenyl-5-[6-[1-[2-[(1,2,3,4-Tetrahydro-9-Acridinyl)Amino]Ethyl]-1h-1,2,3-Triazol-5-Yl]Hexyl]-Phenanthridinium",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB06525,Ganstigmine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB01010,Edrophonium,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00989,Rivastigmine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04614,(R)-tacrine(10)-hupyridone,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB08615,"2-[4-(DIMETHYLAMINO)PHENYL]-6-HYDROXY-3-METHYL-1,3-BENZOTHIAZOL-3-IUM",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00674,Galantamine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00843,Donepezil,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB05510,Huperzine-A,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB02404,1-Deoxy-1-Thio-Heptaethylene Glycol,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB02166,Propidium,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00449,Dipivefrin,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB03814,2-(N-Morpholino)-Ethanesulfonic Acid,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04114,"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB03359,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00805,Minaprine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB03348,Huperzine B,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB03283,beta-L-fucose,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB01233,Metoclopramide,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB01400,Neostigmine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04556,3-[(1s)-1-(Dimethylamino)Ethyl]Phenol,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB08167,Methylthioninium,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB01245,Decamethonium,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB14006,Choline salicylate,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB04617,"(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00411,Carbachol,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB07846,"1S,3AS,8AS-TRIMETHYL-1-OXIDO-1,2,3,3A,8,8A-HEXAHYDROPYRROLO[2,3-B]INDOL-5-YL 2-ETHYLPHENYLCARBAMATE",SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
P22303,ACHE,DB00981,Physostigmine,SmallMoleculeDrug,Acetylcholinesterase,0,0,0,0,0,0,0,0,1,1,0,0
Q9UKV3,ACIN1,,,,,0,0,0,0,0,1,0,0,0,1,0,0
Q16570,ACKR1,,,,,0,1,0,0,0,0,0,0,0,0,0,0
O00590,ACKR2,,,,,0,1,0,0,0,0,0,0,0,0,0,0
P25106,ACKR3,,,,,0,1,0,0,0,0,0,0,0,0,1,0
Q9NPB9,ACKR4,,,,,0,1,0,0,0,0,0,0,0,0,0,0
P53396,ACLY,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q8TDX5,ACMSD,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P21399,ACO1,,,,,0,0,0,0,0,1,0,0,1,1,0,0
Q99798,ACO2,DB04562,Tricarballylic Acid,SmallMoleculeDrug,"Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
Q99798,ACO2,DB04351,Aconitate Ion,SmallMoleculeDrug,"Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
Q99798,ACO2,DB03964,4-Hydroxy-Aconitate Ion,SmallMoleculeDrug,"Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
Q99798,ACO2,DB01727,Isocitric Acid,SmallMoleculeDrug,"Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
Q99798,ACO2,DB04072,Alpha-Methylisocitric Acid,SmallMoleculeDrug,"Aconitate hydratase, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
A6NK06,ACOD1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q86TX2,ACOT1,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q8WXI4,ACOT11,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q8WYK0,ACOT12,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q9NPJ3,ACOT13,DB08688,undecan-2-one,SmallMoleculeDrug,Acyl-coenzyme A thioesterase 13,0,0,0,0,0,0,0,0,1,1,0,0
P49753,ACOT2,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q8N9L9,ACOT4,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q3I5F7,ACOT6,,,,,0,0,0,0,0,0,0,0,1,1,0,0
O00154,ACOT7,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q6ZUV0,ACOT7L,,,,,0,0,0,0,0,0,0,0,1,1,0,0
O14734,ACOT8,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q9Y305,ACOT9,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q15067,ACOX1,DB03147,Flavin adenine dinucleotide,SmallMoleculeDrug,Peroxisomal acyl-coenzyme A oxidase 1,0,0,0,0,1,0,0,0,1,1,0,0
Q15067,ACOX1,DB07930,(3R)-3-HYDROXYDODECANOIC ACID,SmallMoleculeDrug,Peroxisomal acyl-coenzyme A oxidase 1,0,0,0,0,1,0,0,0,1,1,0,0
Q99424,ACOX2,,,,,0,0,0,0,1,0,0,0,1,1,0,0
O15254,ACOX3,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q9NUZ1,ACOXL,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P24666,ACP1,DB00173,Adenine,SmallMoleculeDrug,Low molecular weight phosphotyrosine protein phosphatase,0,0,0,0,0,0,0,0,1,1,0,0
P24666,ACP1,DB04214,4-Nitrophenyl Phosphate,SmallMoleculeDrug,Low molecular weight phosphotyrosine protein phosphatase,0,0,0,0,0,0,0,0,1,1,0,0
P11117,ACP2,,,,,0,1,0,0,0,0,0,0,1,1,0,0
Q9BZG2,ACP4,,,,,0,1,0,0,0,0,0,0,1,1,0,0
P13686,ACP5,DB02325,Isopropyl Alcohol,SmallMoleculeDrug,Tartrate-resistant acid phosphatase type 5,0,0,0,0,0,0,0,0,1,1,0,0
Q9NPH0,ACP6,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q6ZNF0,ACP7,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P15309,ACPP,DB03577,Alpha-Benzyl-Aminobenzyl-Phosphonic Acid,SmallMoleculeDrug,Prostatic acid phosphatase,0,0,0,0,0,0,0,0,1,1,0,0
P15309,ACPP,DB03390,N-Propyl-Tartramic Acid,SmallMoleculeDrug,Prostatic acid phosphatase,0,0,0,0,0,0,0,0,1,1,0,0
P15309,ACPP,DB06688,Sipuleucel-T,BiotechDrug,Prostatic acid phosphatase,0,0,0,0,0,0,0,0,1,1,0,0
P10323,ACR,,,,,0,0,0,0,0,0,0,0,1,1,0,0
Q8NEB7,ACRBP,,,,,0,0,0,0,0,0,0,0,0,0,0,0
P26436,ACRV1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Q96GR2,ACSBG1,DB08326,"2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE",SmallMoleculeDrug,Long-chain-fatty-acid--CoA ligase ACSBG1,0,0,0,0,1,0,0,0,1,1,0,0
Q5FVE4,ACSBG2,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q96CM8,ACSF2,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q4G176,ACSF3,,,,,0,0,0,0,1,0,0,0,1,1,0,0
P33121,ACSL1,DB00171,ATP,SmallMoleculeDrug,Long-chain-fatty-acid--CoA ligase 1,0,1,0,0,1,0,0,0,1,1,0,0
P33121,ACSL1,DB00131,Adenosine monophosphate,SmallMoleculeDrug,Long-chain-fatty-acid--CoA ligase 1,0,1,0,0,1,0,0,0,1,1,0,0
O95573,ACSL3,DB00159,Icosapent,SmallMoleculeDrug,Long-chain-fatty-acid--CoA ligase 3,0,1,0,0,1,0,0,0,1,1,0,0
O60488,ACSL4,DB00412,Rosiglitazone,SmallMoleculeDrug,Long-chain-fatty-acid--CoA ligase 4,0,1,0,0,1,0,0,0,1,1,0,0
O60488,ACSL4,DB00159,Icosapent,SmallMoleculeDrug,Long-chain-fatty-acid--CoA ligase 4,0,1,0,0,1,0,0,0,1,1,0,0
O60488,ACSL4,DB00197,Troglitazone,SmallMoleculeDrug,Long-chain-fatty-acid--CoA ligase 4,0,1,0,0,1,0,0,0,1,1,0,0
Q9ULC5,ACSL5,,,,,0,1,0,0,1,0,0,0,1,1,0,0
Q9UKU0,ACSL6,,,,,0,1,0,0,1,0,0,0,1,1,0,0
Q08AH1,ACSM1,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q08AH3,ACSM2A,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q68CK6,ACSM2B,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q53FZ2,ACSM3,,,,,0,0,0,0,1,0,0,0,1,1,0,0
P0C7M7,ACSM4,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q6NUN0,ACSM5,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q6P461,ACSM6,,,,,0,0,0,0,1,0,0,0,1,1,0,0
Q9NUB1,ACSS1,DB00171,ATP,SmallMoleculeDrug,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
Q9NUB1,ACSS1,DB00131,Adenosine monophosphate,SmallMoleculeDrug,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",0,0,0,0,0,0,0,0,1,1,0,0
Q9NR19,ACSS2,DB00171,ATP,SmallMoleculeDrug,"Acetyl-coenzyme A synthetase, cytoplasmic",0,0,0,0,0,0,0,0,1,1,0,0
Q9NR19,ACSS2,DB00131,Adenosine monophosphate,SmallMoleculeDrug,"Acetyl-coenzyme A synthetase, cytoplasmic",0,0,0,0,0,0,0,0,1,1,0,0
Q9H6R3,ACSS3,,,,,0,0,0,0,0,0,0,0,1,1,0,0
P68133,ACTA1,DB04774,Reidispongiolide A,SmallMoleculeDrug,"Actin, alpha skeletal muscle",0,0,0,0,0,0,0,0,1,0,0,0
